name,gender,hairLength,elasticity,front_image,round,oval,oblong,square,heart,diamond,triangular,pear,ut,tt,tf,ff,fs,os,FilePath,image_encodings
Harry Connick Jr Short Straight   Dark Chocolate Brunette   Hairstyle  ,Men,Short,Straight,front_Harry Connick Jr Short Straight   Dark Chocolate Brunette   Hairstyle  _Harry-Connick-Jr.jpg,0,1,1,1,0,1,0,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Harry Connick Jr Short Straight   Dark Chocolate Brunette   Hairstyle  _Harry-Connick-Jr.jpg,"[-0.13682181  0.03213333  0.10895813  0.04843907 -0.15136901 -0.01424088
  0.0422226  -0.04293768  0.10183553  0.04131113  0.18571    -0.00113558
 -0.21249254 -0.04413891 -0.0748505   0.04043323 -0.06757183 -0.16458726
 -0.10507    -0.04762142 -0.02094746  0.03106945 -0.05894526  0.07608798
 -0.08400311 -0.33130744 -0.1270065  -0.06349597  0.0120792  -0.16145507
  0.01732869 -0.03825246 -0.1891496  -0.09062868  0.00641523  0.05705251
 -0.0717512  -0.11386144  0.27363941 -0.05617405 -0.14427641  0.05030694
  0.10316119  0.32692569  0.10142882  0.07015371 -0.01105792  0.0087882
  0.15682547 -0.23847148  0.11709438  0.16444388  0.21760899  0.0443836
  0.06598298 -0.1757015  -0.02613413  0.21359259 -0.19868134  0.16709849
 -0.02224857 -0.11778456  0.0579016  -0.10466711  0.23289594  0.14133537
 -0.05906983 -0.1288868   0.1601036  -0.23122489  0.01655462  0.09834849
 -0.03694223 -0.17200482 -0.20911543  0.08453348  0.40555021  0.10981831
 -0.23939243 -0.06553715 -0.0890089  -0.03928132  0.03705916  0.01900601
 -0.11314657 -0.02145495 -0.19739968 -0.03943153  0.315357    0.07206862
  0.00542507  0.21293151  0.07365068 -0.02679665  0.0874484  -0.04644909
 -0.09085822 -0.0088578  -0.05346395  0.10137968 -0.04115508 -0.15014744
  0.00920369  0.03922648 -0.15208489  0.11710491 -0.00699311 -0.01507226
 -0.06752168 -0.02686813 -0.13247368 -0.03524156  0.23420285 -0.31696519
  0.23399206  0.06320294 -0.02337872  0.1798428  -0.020109    0.11487696
 -0.06014771 -0.05739706 -0.10787068 -0.04577298  0.06211194 -0.13129725
  0.12111519  0.07577787]"
Ozzy Osbourne Long Wavy     Hairstyle  ,Men,Long,Wavy,front_Ozzy Osbourne Long Wavy     Hairstyle  _Ozzy-Osbourne.jpg,1,1,0,1,1,0,1,0,1,1,1,1,0,0,/content/drive/My Drive/MALE/front_Ozzy Osbourne Long Wavy     Hairstyle  _Ozzy-Osbourne.jpg,"[-1.77687891e-02  9.84490216e-02  1.09387442e-01 -6.03515394e-02
 -1.26233369e-01  2.29575448e-02 -3.18292789e-02 -7.87961856e-02
  3.87190506e-02 -2.03301720e-02  1.89148143e-01 -4.47010472e-02
 -2.72913516e-01 -7.13945106e-02  2.59824172e-02  1.26676977e-01
 -1.15876585e-01 -1.57857865e-01 -1.34389013e-01 -8.28143507e-02
 -6.21727258e-02  4.55607995e-02  1.25934869e-01  4.16339040e-02
 -1.36993051e-01 -3.18070889e-01 -7.84096569e-02 -5.03715128e-02
  3.99649590e-02 -1.07355148e-01 -4.46999446e-02  1.94151402e-02
 -2.22538367e-01 -1.60480179e-02  5.68012334e-02  1.14114352e-01
 -1.20530680e-01 -8.77238140e-02  2.32267156e-01  8.31025094e-02
 -1.92749888e-01  2.96763144e-04  8.35578069e-02  2.82863826e-01
  2.07438707e-01  5.41274846e-02  1.55453635e-02  2.39582956e-02
  1.15382411e-01 -2.36778393e-01  1.44839302e-01  1.52918100e-01
  1.69151038e-01  3.52564082e-02  1.17852569e-01 -1.36791945e-01
 -1.25745228e-02  1.69129252e-01 -1.42198354e-01  2.20067874e-02
  1.65003017e-02 -6.57103509e-02 -1.67545304e-02 -1.24634936e-01
  2.38671005e-01  7.46204481e-02 -1.38938367e-01 -6.00705892e-02
  1.23021603e-01 -9.09519792e-02 -3.23799774e-02  1.11871004e-01
 -8.83837491e-02 -9.89735126e-02 -2.46495977e-01  4.34544384e-02
  4.06483054e-01  5.99912219e-02 -2.01591760e-01 -3.09932400e-02
 -2.78853495e-02 -6.44603521e-02 -3.32865790e-02  8.08451995e-02
 -1.41473025e-01  9.05464813e-02 -9.86598507e-02  1.69735737e-02
  1.75663486e-01 -5.98726720e-02 -1.14494823e-02  2.04935372e-01
  4.16598842e-03  2.30661333e-02  8.90662521e-02  3.47570330e-03
 -1.03549793e-01 -5.20735756e-02 -1.45073161e-01 -3.31463404e-02
 -1.54484157e-02 -1.78303778e-01 -5.39814904e-02  1.15923509e-02
 -1.97620958e-01  1.35088488e-01  4.21418026e-02 -7.71761611e-02
 -5.27177118e-02 -1.93256140e-02 -1.27162755e-01 -5.01040481e-02
  1.59600690e-01 -3.67146969e-01  1.35024309e-01  1.73895627e-01
 -3.97417322e-02  1.24520652e-01  8.34513828e-02  8.53389502e-02
 -1.94481537e-02 -1.87901668e-02 -5.30934334e-02 -1.37041003e-01
  1.00354753e-01 -3.64240855e-02  9.36815143e-02  4.74754348e-02]"
Peter Facinelli Short Straight    Brunette   Hairstyle  ,Men,Short,Straight,front_Peter Facinelli Short Straight    Brunette   Hairstyle  _Peter-Facinelli.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Peter Facinelli Short Straight    Brunette   Hairstyle  _Peter-Facinelli.jpg,"[-0.16247188  0.17902932  0.11916207 -0.07150578 -0.25303668  0.01388592
 -0.09142591 -0.14250551  0.14405076 -0.08337338  0.23338357 -0.03768003
 -0.26624596 -0.03443847 -0.03521801  0.13173857 -0.12437693 -0.09919709
 -0.15568238 -0.18510054 -0.01587333  0.11658423 -0.1354216   0.07745411
 -0.09756758 -0.29027712 -0.06185184 -0.0863286   0.0006322  -0.18844558
 -0.02199147  0.06036095 -0.12116151 -0.07960138  0.02144276  0.0893687
  0.01560142 -0.08600526  0.10919648 -0.06420375 -0.09045266 -0.01187441
  0.17352697  0.19373721  0.17424415  0.00279518  0.07594776 -0.07984964
  0.15722105 -0.21047172  0.01812347  0.15425086  0.16033845  0.05280691
  0.1301613  -0.26862612 -0.05554842  0.13725573 -0.19003445  0.11330336
  0.08358498 -0.10233063 -0.17611028 -0.02892348  0.14747715  0.14610192
 -0.08582413 -0.2212155   0.16382931 -0.17421751 -0.0984388   0.1142984
 -0.12190041 -0.16899416 -0.24747126  0.08425394  0.49090922  0.16432598
 -0.24036884 -0.02599493 -0.04666255 -0.09565604  0.01364756  0.02774379
 -0.06113407 -0.09967466 -0.11694615  0.14245474  0.18767963  0.04016664
  0.05770661  0.22731018  0.08591695 -0.01056679 -0.04381677  0.08232775
 -0.14081095 -0.00340056 -0.04174535 -0.02308488  0.11371792 -0.03950707
  0.00561018  0.06026665 -0.16887581  0.18075624 -0.02335616 -0.03313347
 -0.1164891  -0.09426067 -0.05338389  0.09274632  0.27503932 -0.23449431
  0.14138295  0.13343962 -0.02654382  0.170808    0.02492434  0.06016055
  0.08981143 -0.12600768 -0.1266012  -0.14020041  0.008206   -0.151979
  0.01729001  0.03660126]"
Kenny G Long Curly     Hairstyle  ,Men,Long,Curly,front_Kenny G Long Curly     Hairstyle  _Kenny-G.jpg,0,1,1,1,0,1,0,0,0,1,1,1,0,0,/content/drive/My Drive/MALE/front_Kenny G Long Curly     Hairstyle  _Kenny-G.jpg,"[-0.15149005  0.11156376 -0.00599295 -0.03547279 -0.13462479  0.02715775
 -0.04362072 -0.05891148  0.23211215 -0.13683762  0.15160987  0.0869395
 -0.15317579 -0.0185774  -0.08333061  0.14810717 -0.16662556 -0.10250904
 -0.13488561 -0.14029108 -0.00963798  0.08565883  0.0064175   0.04425519
 -0.20708932 -0.16683313 -0.03188223 -0.15597144  0.12729162 -0.09932047
  0.0101337  -0.05697523 -0.1634804  -0.03011734  0.03209605  0.13801269
 -0.02921127  0.00306684  0.28181174  0.03400052 -0.19245653  0.08026576
  0.05671046  0.32342184  0.14110084 -0.0545627   0.05647444 -0.11668583
  0.22957268 -0.2800464   0.09862942  0.12646696  0.11887701  0.08750755
  0.12020712 -0.22917956  0.07209712  0.19124289 -0.15038744  0.14453064
  0.10673849  0.00161939 -0.06251002  0.07285045  0.17637865  0.0778558
 -0.11722749 -0.15349166  0.14442275 -0.17617731  0.03709104  0.17551054
 -0.05818743 -0.15710308 -0.3035892   0.08117627  0.51784468  0.16314487
 -0.13173826  0.03067823 -0.06417539 -0.00811785  0.07616993  0.06974338
 -0.17882307  0.00243939 -0.06593085  0.09200221  0.18805958  0.034387
  0.03627598  0.19693965  0.1334141  -0.02600344  0.0194596   0.09765573
 -0.14629434 -0.09632157 -0.03569673  0.0163274   0.09713034 -0.18516034
  0.0585639   0.0767702  -0.27899823  0.19327924 -0.03789047 -0.0632275
 -0.01848679  0.10344289 -0.06341916  0.03276249  0.21759902 -0.25510687
  0.22158647  0.1875277  -0.04114255  0.15732768  0.09851585  0.09725375
 -0.04692093  0.04712448 -0.06151062 -0.10899249 -0.07106018 -0.1020659
  0.07075738  0.04455004]"
Mitchel Musso Medium Straight     Hairstyle  ,Men,Medium,Straight,front_Mitchel Musso Medium Straight     Hairstyle  _Mitchel-Musso.jpg,0,1,1,1,1,1,0,0,1,1,1,0,0,0,/content/drive/My Drive/MALE/front_Mitchel Musso Medium Straight     Hairstyle  _Mitchel-Musso.jpg,"[-8.51686895e-02  9.48357284e-02  5.01342267e-02 -1.14525512e-01
 -2.15945691e-01  6.95243776e-02 -2.20635291e-02 -5.06547838e-03
  1.51911959e-01 -1.85979024e-01  2.52093256e-01 -4.85987812e-02
 -2.63878882e-01  8.59974921e-02 -6.73911721e-02  7.42524639e-02
 -1.47528440e-01 -8.78268629e-02 -1.22046076e-01 -1.10140227e-01
 -1.03804693e-02  1.00235507e-01 -3.48423421e-03  1.56590119e-02
 -1.52751207e-01 -3.12062532e-01 -4.92813885e-02 -8.97996724e-02
  1.24560609e-01 -1.22290187e-01 -2.71310415e-02  6.73809350e-02
 -1.37584820e-01 -2.48942561e-02  1.92509145e-02  3.22444849e-02
 -3.47706191e-02 -2.71268710e-02  2.61946619e-01  4.42327783e-02
 -2.32332319e-01  5.30583486e-02  1.02824509e-01  2.68181533e-01
  1.46913677e-01  9.20744315e-02 -3.91541049e-04 -3.74942794e-02
  1.92699507e-01 -2.87946403e-01  1.05837591e-01  1.28451720e-01
  2.78581589e-01  2.25853808e-02  5.69899976e-02 -2.47117177e-01
 -1.58154927e-02  1.57944411e-01 -1.66669384e-01  1.06822878e-01
  5.14587760e-02 -3.12590078e-02 -1.83614939e-02 -4.02097441e-02
  2.23054677e-01  9.35096815e-02 -1.06236853e-01 -1.40247613e-01
  2.22504392e-01 -1.59017026e-01 -5.74378483e-02  1.70889288e-01
 -1.05340406e-01 -1.64139122e-01 -1.40750766e-01  6.24290965e-02
  4.16310549e-01  2.14361414e-01 -1.16542652e-01  2.54078209e-03
 -3.35443132e-02 -6.76198602e-02 -3.58841531e-02  9.86298472e-02
 -1.82106629e-01 -3.21027413e-02 -2.08594296e-02  3.94905880e-02
  2.25465864e-01 -1.62266213e-02 -4.92632426e-02  2.44796619e-01
  7.74836689e-02  9.84300971e-02 -7.60713220e-03 -4.32191417e-02
 -1.64679691e-01 -4.54070121e-02 -9.28602517e-02 -3.10853980e-02
  2.68774256e-02 -1.01278201e-01 -1.80214569e-02  1.26490071e-01
 -2.72960722e-01  2.53969431e-01 -1.12288609e-01 -4.93695661e-02
 -1.50473472e-02  5.09182438e-02  2.51564607e-02  5.35278171e-02
  1.93748206e-01 -2.67423004e-01  1.46994889e-01  1.81139082e-01
  7.42034540e-02  1.70095414e-01  1.44070134e-01 -2.89232098e-02
  1.29588991e-01  5.12555987e-03 -2.44902506e-01 -1.64481804e-01
  9.39151943e-02 -2.08256781e-01  8.96027237e-02  3.79027128e-02]"
Jake M Johnson Short Wavy   Dark Brunette   Hairstyle  ,Men,Short,Wavy,front_Jake M Johnson Short Wavy   Dark Brunette   Hairstyle  _Jake-Johnson.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Jake M Johnson Short Wavy   Dark Brunette   Hairstyle  _Jake-Johnson.jpg,"[-0.09580567  0.05098325  0.01498228 -0.07678863 -0.05808697 -0.03131546
 -0.02209296 -0.01152378  0.11547978 -0.08152647  0.18991478  0.02285173
 -0.27225921 -0.08866914 -0.09617577  0.12298883 -0.07159751 -0.15914176
 -0.16289741 -0.13932396  0.06793892  0.10521951 -0.03953154  0.02552159
 -0.19795266 -0.19492115 -0.04780843 -0.12353417 -0.09528996 -0.11539439
  0.10398447  0.06091764 -0.12415426 -0.0151704   0.04667744  0.07499908
 -0.01440749 -0.05879306  0.24137564  0.09392072 -0.10536098  0.05644691
  0.0629876   0.34025213  0.07678774 -0.01412389  0.05121434 -0.04845474
  0.14767836 -0.33084115  0.02329996  0.1206307   0.08332654  0.06130153
  0.18882927 -0.1594857   0.08223317  0.16246501 -0.21983974  0.11607358
 -0.01455128 -0.03834243 -0.12330776 -0.10054354  0.18157104  0.09097815
 -0.14977893 -0.1150578   0.19438642 -0.11549395 -0.10128017  0.18926103
 -0.09169854 -0.16224867 -0.25937098  0.08604665  0.50648594  0.20755062
 -0.18929116  0.01246207 -0.02365921 -0.003016    0.07644947 -0.01530146
 -0.11505319  0.00869209 -0.08410387  0.06839867  0.19954523  0.08142408
 -0.12558827  0.187646    0.08876557  0.04393199  0.04219056 -0.02396071
 -0.04100744 -0.07103422 -0.12169767  0.03151691  0.07188586 -0.11598713
 -0.01972534  0.05236875 -0.07795563  0.11783006 -0.00611629 -0.07789785
 -0.12916237  0.09962924 -0.16830388  0.11051336  0.15006173 -0.30416906
  0.18466701  0.14551198  0.05200247  0.07670393  0.10776208 -0.00926499
 -0.03021143 -0.0441078  -0.15556575 -0.18440904  0.05225135 -0.0199115
  0.12209085  0.01333635]"
Damian Lewis Short Straight     Hairstyle  ,Men,Short,Straight,front_Damian Lewis Short Straight     Hairstyle  _Damien-Lewis.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Damian Lewis Short Straight     Hairstyle  _Damien-Lewis.jpg,"[-8.40094090e-02 -1.47331990e-02  8.41447413e-02 -8.41216147e-02
 -5.51050529e-02 -6.41978066e-03  6.96826167e-03 -9.61252004e-02
  1.01287283e-01 -2.85322741e-02  2.31466785e-01  4.58920747e-02
 -3.54040444e-01 -8.25049281e-02  1.12734325e-02  5.13987765e-02
 -1.32443383e-01 -4.23093326e-02 -1.34221852e-01 -5.03084995e-02
  5.00336103e-02  5.17311729e-02 -1.47765502e-02  2.47234404e-02
 -1.81081623e-01 -1.87129691e-01 -7.66091198e-02 -1.24256477e-01
 -3.32553983e-02 -8.00038949e-02 -3.08152996e-02  4.62914407e-02
 -9.48295966e-02 -1.01330757e-01  3.38914618e-02  2.56805103e-02
 -3.73858772e-02 -8.16714093e-02  1.98967263e-01  3.24818268e-02
 -6.57686964e-02  1.18724220e-02  8.38742852e-02  2.68484026e-01
  2.31642202e-01 -2.73054168e-02  1.34111186e-02  1.03633907e-02
  1.80609062e-01 -3.22186530e-01  8.20506811e-02  1.07770957e-01
  2.77228653e-01  1.32653520e-01  1.47719651e-01 -1.98279232e-01
  4.51764837e-02  2.09662035e-01 -2.77944058e-01  2.17592284e-01
  2.39727758e-02 -1.28151253e-01  7.30409287e-03 -5.90185300e-02
  1.76679552e-01  1.00631908e-01 -1.69396594e-01 -8.40052441e-02
  1.33740813e-01 -1.32900611e-01 -8.90610516e-02  1.71103179e-02
 -1.88711420e-01 -1.82081744e-01 -2.47869626e-01  4.17021401e-02
  2.55327910e-01  2.25420192e-01 -2.88229853e-01 -1.04281828e-02
 -9.32232514e-02 -4.93643880e-02 -7.37168407e-03  2.44560968e-02
 -5.72088920e-03 -4.35971618e-02 -3.02862674e-02 -3.90300602e-02
  1.57806441e-01  1.23489238e-02 -4.22988087e-05  3.60131443e-01
  4.17368375e-02 -4.91355173e-02  7.52377287e-02 -6.19263276e-02
 -9.37810689e-02 -7.82008022e-02 -8.09306726e-02  2.31212657e-02
 -5.78195937e-02 -2.34243080e-01  1.00765973e-01  4.03694883e-02
 -1.78642780e-01  1.88143104e-01 -2.06803661e-02  5.41025698e-02
 -1.33675728e-02 -6.47909865e-02 -1.13524303e-01  2.35855877e-02
  2.11620256e-01 -2.96227574e-01  2.39957482e-01  1.50283650e-01
  8.27666149e-02  1.00381672e-01 -2.14205608e-02  5.18647172e-02
  6.27757702e-03  6.24869093e-02 -6.67165220e-02 -8.72918740e-02
  3.38592120e-02 -1.00426443e-01  7.64897615e-02  7.99400508e-02]"
Reece Ritchie Long Curly     Hairstyle  ,Men,Long,Curly,front_Reece Ritchie Long Curly     Hairstyle  _Reece-Ritchie.jpg,0,1,1,1,0,1,0,0,0,1,1,1,0,0,/content/drive/My Drive/MALE/front_Reece Ritchie Long Curly     Hairstyle  _Reece-Ritchie.jpg,"[-0.09450886  0.17707688  0.0543812  -0.08748341 -0.10435612  0.03359193
 -0.08584691 -0.00550899  0.17056282  0.00669973  0.25036836  0.06170281
 -0.23497167 -0.08508252 -0.00636714  0.11861151 -0.12577799 -0.13090947
 -0.0007296  -0.01616483  0.1147502   0.03259379  0.05521843  0.12959322
 -0.16939478 -0.31120041 -0.04738857 -0.11574329 -0.06668782 -0.16968793
 -0.0995431   0.01032371 -0.22488429 -0.1012212  -0.05365127  0.14329793
 -0.0288307  -0.06030257  0.17677714  0.02193376 -0.15044153  0.04795006
  0.03046136  0.26986274  0.26033661  0.01399111  0.00697911  0.10599808
  0.10626674 -0.28756696  0.09328557  0.09356692  0.20134069  0.00477546
  0.05222495 -0.13976903 -0.069697    0.1450672  -0.1942009   0.02172072
 -0.05225893 -0.06422017 -0.03720708 -0.08315887  0.21684611  0.16982311
 -0.12104021 -0.10126244  0.06407833 -0.11501016 -0.11047839  0.07656523
 -0.1368188  -0.16739325 -0.27627176  0.10028465  0.33367649  0.13276678
 -0.26139411  0.0432533  -0.01880168 -0.00834376 -0.02778473  0.00245082
 -0.04524763  0.09841873 -0.17993216  0.03986191  0.16481245  0.00501363
 -0.06862564  0.25960365 -0.00669039  0.11233743  0.09250391  0.07807453
 -0.04080895 -0.00616628 -0.18005319  0.00251149  0.03473668 -0.05576314
 -0.07495119  0.06629172 -0.14719537  0.06569689 -0.02281843  0.01489265
 -0.08675632  0.02284537 -0.18668795 -0.03801088  0.15596893 -0.26142719
  0.14033911  0.1391498  -0.07585618  0.12675318  0.12186004  0.00934902
  0.02941103 -0.038032   -0.14948373 -0.10238828  0.15159149 -0.03570493
  0.15450823  0.06341991]"
Shane West Short Straight    Brunette   Hairstyle  ,Men,Short,Straight,front_Shane West Short Straight    Brunette   Hairstyle  _Shane-West.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Shane West Short Straight    Brunette   Hairstyle  _Shane-West.jpg,"[-9.40001905e-02  1.20141953e-01  5.35273552e-03 -8.86650980e-02
 -1.10068306e-01 -1.00696489e-01  6.56362250e-02 -1.44743904e-01
  1.67977557e-01 -1.03089465e-02  1.49334565e-01  4.09957692e-02
 -3.33463490e-01 -1.29836336e-01 -3.73917930e-02  1.54724240e-01
 -1.98146030e-01 -1.23702690e-01 -1.13340989e-01 -9.70727280e-02
  4.92188483e-02  4.02936004e-02  7.56348968e-02  1.08590506e-01
 -5.61364815e-02 -3.58464360e-01 -1.42806321e-01 -1.01611435e-01
  9.18043591e-03 -6.82790354e-02  3.33731622e-02  8.41377974e-02
 -9.85457674e-02 -1.13856696e-01  1.88888013e-02  4.19437476e-02
 -9.93287656e-03 -8.88436735e-02  2.01552778e-01  3.20817754e-02
 -1.15795322e-01  6.71937168e-02  2.65740976e-02  3.69338185e-01
  2.38165081e-01 -2.30310410e-02  1.29888535e-01 -5.06381132e-02
  1.49303585e-01 -2.60726541e-01  5.68484738e-02  1.09019205e-01
  6.39703423e-02 -1.65508613e-02  9.81242880e-02 -1.61677152e-01
 -2.76574157e-02  2.46016771e-01 -2.95046508e-01  9.67167765e-02
  7.88669735e-02 -1.21769801e-01 -1.08850174e-01 -3.85488942e-02
  2.01953158e-01  1.34398729e-01 -2.09418461e-01 -9.34823081e-02
  1.47957474e-01 -1.60305724e-01 -1.03389537e-02 -1.43837649e-02
 -2.12164849e-01 -1.41752183e-01 -3.10136020e-01  1.30991355e-01
  4.92578506e-01  1.33232519e-01 -1.30348444e-01  1.40109137e-02
 -9.24135298e-02  8.35080445e-02  7.53978118e-02  8.88315439e-02
 -1.23841323e-01 -4.79064099e-02 -1.53483659e-01  1.13364674e-01
  4.76461127e-02  3.40064950e-02 -1.08407371e-01  2.59499371e-01
  2.42587514e-02  5.45145161e-02  3.91626209e-02  8.73383731e-02
 -1.13930866e-01 -2.68676151e-02 -1.39956594e-01  4.82336581e-02
  7.21617863e-02 -1.01985164e-01  4.28538695e-02  6.88519180e-02
 -5.07908687e-02  9.43097100e-02 -1.58667061e-02  3.39153931e-02
 -7.66146034e-02 -8.19066465e-02 -1.26052916e-01  1.71562340e-02
  1.33063555e-01 -2.59328038e-01  1.97380468e-01  1.80601820e-01
 -2.53870748e-02  1.39804840e-01  2.49439478e-02 -1.22228870e-04
 -2.00475100e-04 -7.33839646e-02 -1.14010520e-01 -1.59354508e-02
  1.27853259e-01  5.31526981e-03  1.40089363e-01  3.73422168e-04]"
Ryan Kwanten Short Straight     Hairstyle  ,Men,Short,Straight,front_Ryan Kwanten Short Straight     Hairstyle  _Ryan-Kwanten.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Ryan Kwanten Short Straight     Hairstyle  _Ryan-Kwanten.jpg,"[-9.58704799e-02  1.12955846e-01  4.22639921e-02 -5.80839477e-02
 -1.52975142e-01  3.43630724e-02 -9.46779028e-02 -6.65567592e-02
  1.02250531e-01 -1.22303285e-01  4.12315965e-01 -1.23658150e-01
 -2.29066372e-01 -9.22986120e-02 -2.29877830e-02  1.08143970e-01
 -9.51088816e-02 -7.95818716e-02 -8.50491151e-02 -1.69472490e-02
  1.09871589e-02  4.79884893e-02  2.67299712e-02  3.18027958e-02
 -1.10218585e-01 -3.00805271e-01 -2.14857906e-02 -8.38260874e-02
  4.33342867e-02 -1.53720900e-01 -7.59618878e-02  1.86546683e-01
 -1.23502225e-01 -4.89867330e-02  6.40171245e-02  9.67775583e-02
 -8.66851583e-02 -5.63488305e-02  2.10287377e-01 -6.03197664e-02
 -1.28404394e-01  6.49157315e-02 -2.25915853e-02  2.39451632e-01
  1.18313782e-01 -2.53829695e-02  2.75229309e-02 -9.65233520e-02
  1.38301730e-01 -2.44810164e-01  6.11952543e-02  2.27298066e-01
  1.86850131e-01  1.02280207e-01  3.48955244e-02 -1.54370904e-01
  2.48736255e-02  1.96511030e-01 -1.06540576e-01  5.77105954e-02
  3.36566567e-02 -4.54085842e-02 -1.38152782e-02 -1.06090277e-01
  1.96570098e-01  1.19348936e-01 -1.40501812e-01 -1.47256091e-01
  8.50009918e-02 -1.82583965e-02 -1.14000745e-01  1.47297263e-01
 -1.89721614e-01 -2.48805225e-01 -1.55619249e-01  1.17084958e-01
  2.79143751e-01  1.65528268e-01 -2.94236749e-01  5.64251281e-03
 -1.19938077e-02 -4.11986858e-02 -3.28127667e-02  9.28393602e-02
 -8.75190273e-02 -6.27233982e-02 -8.66779312e-02 -2.59665549e-02
  1.91268921e-01 -5.59411570e-02 -4.70273718e-02  2.80340463e-01
  3.90419662e-02  5.54746166e-02  6.18089326e-02 -6.03463501e-03
 -4.09909897e-02 -5.59810624e-02 -9.37297344e-02 -2.85566803e-02
  3.64922695e-02 -1.48710459e-01 -1.24202527e-01  8.16315711e-02
 -1.79166362e-01  2.41906032e-01 -8.09408501e-02  5.42416871e-02
 -8.74142721e-03 -4.82355133e-02  4.53996137e-02  4.99751680e-02
  1.38751149e-01 -2.71239400e-01  2.21504495e-01  1.17958911e-01
  1.67914063e-01  2.03730777e-01  1.29517436e-01  5.15865758e-02
  5.80132306e-02 -1.23772584e-02 -1.22241393e-01 -1.66054055e-01
  1.12398937e-01 -1.10309543e-02 -1.27081228e-02  3.97058204e-04]"
Ryan Kwanten Short Straight   Dark Brunette   Hairstyle   with  Blonde Highlights,Men,Short,Straight,front_Ryan Kwanten Short Straight   Dark Brunette   Hairstyle   with  Blonde Highlights_Ryan-Kwanten.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Ryan Kwanten Short Straight   Dark Brunette   Hairstyle   with  Blonde Highlights_Ryan-Kwanten.jpg,"[-0.11206006  0.115445    0.04492864 -0.07709074 -0.14866666  0.05531106
 -0.07854538 -0.0286366   0.10228413 -0.09585164  0.37912819 -0.12115274
 -0.24754645 -0.08964628  0.00200676  0.09880464 -0.10390902 -0.05602692
 -0.09011944 -0.00843053  0.04340695  0.01611848  0.01914839  0.01548946
 -0.14219265 -0.31909853 -0.03803784 -0.04577474  0.04185182 -0.17213348
 -0.03726537  0.21012466 -0.11498776 -0.04067387  0.04912871  0.0908901
 -0.07154595 -0.07615229  0.21439652 -0.07058948 -0.11511581  0.05921465
 -0.00984271  0.23655334  0.1357571   0.01345159  0.02565628 -0.04766433
  0.17361869 -0.25742227  0.04080707  0.22095135  0.13767228  0.10458642
  0.03698334 -0.1473517   0.04391858  0.21089603 -0.11363248  0.04419976
 -0.00770043 -0.08642518 -0.01356849 -0.10290599  0.17638595  0.10552695
 -0.11947052 -0.14100097  0.11231901  0.00486901 -0.08930445  0.13916123
 -0.2095793  -0.23159635 -0.14422107  0.09868795  0.26877674  0.17231362
 -0.28206     0.01285372 -0.01351551 -0.03465059 -0.02075956  0.07715963
 -0.07244494 -0.09138968 -0.09898149 -0.02494777  0.22856927 -0.04365451
 -0.052207    0.29196793  0.07277916  0.05479858  0.04654212 -0.0419861
 -0.04135928 -0.0694889  -0.10705613 -0.05028222  0.06075849 -0.13318989
 -0.13140827  0.0982132  -0.1943173   0.26341909 -0.04967876  0.08231017
 -0.01792942 -0.06379925  0.03284701  0.08073015  0.13556814 -0.26900411
  0.20568171  0.13689384  0.15945286  0.18618107  0.12722217  0.03502817
  0.07006864 -0.00946898 -0.12434167 -0.16960932  0.13069074 -0.00119
 -0.00559991  0.00100938]"
