name,gender,hairLength,elasticity,front_image,round,oval,oblong,square,heart,diamond,triangular,pear,ut,tt,tf,ff,fs,os,FilePath,image_encodings
Justin Hartley Short Wavy    Brunette   Hairstyle  ,Men,Short,Wavy,front_Justin Hartley Short Wavy    Brunette   Hairstyle  _Justin-Hartley.jpg,1,1,1,1,0,0,0,0,1,1,1,1,0,0,/content/drive/My Drive/MALE/front_Justin Hartley Short Wavy    Brunette   Hairstyle  _Justin-Hartley.jpg,"[-1.11716643e-01  2.38569096e-01  5.70404902e-02  3.07277590e-03
 -2.30662316e-01  4.02870141e-02  7.64273945e-03 -8.53789970e-02
  8.54976401e-02 -1.14018694e-01  2.73492366e-01 -5.22548407e-02
 -1.30738184e-01 -9.52449292e-02  4.85901535e-03  1.70922950e-01
 -1.63187921e-01 -1.45874977e-01 -1.05830148e-01 -1.50725290e-01
  2.37855501e-02  8.97654444e-02 -7.66159296e-02  3.16294953e-02
 -1.99323475e-01 -3.16083431e-01 -5.75288311e-02 -1.39925465e-01
  1.46050811e-01 -9.94032770e-02  1.63339861e-02  1.08716832e-02
 -1.09938815e-01 -4.22693677e-02  2.42856629e-02 -1.53507944e-02
  1.29984692e-05 -1.11385524e-01  1.20277286e-01 -6.11910596e-02
 -1.34326786e-01  8.69451985e-02  8.22476000e-02  3.02112341e-01
  1.49069354e-01 -2.07569972e-02  9.80413556e-02 -8.32924619e-02
  1.65534437e-01 -2.16510341e-01  1.01663589e-01  7.92460144e-02
  2.98882090e-02  1.17203899e-01  6.12141900e-02 -1.56445116e-01
 -9.66138765e-03  1.87526777e-01 -2.84175843e-01  7.73469657e-02
  2.70140208e-02 -9.50857811e-03 -2.61261854e-02 -4.81431596e-02
  1.95206925e-01  1.83372021e-01 -5.14739975e-02 -2.06592977e-01
  1.54838637e-01 -1.95279047e-01 -7.37649128e-02  4.39621098e-02
 -1.16681919e-01 -1.18724257e-01 -3.10129762e-01  9.99450311e-02
  4.42582428e-01  2.37101704e-01 -1.34932801e-01  1.08002517e-02
 -3.44686471e-02 -3.74116376e-03  1.04346111e-01  6.93076998e-02
 -4.96573225e-02 -1.34967089e-01 -7.30473474e-02  1.04452796e-01
  2.13021517e-01 -1.21480860e-02 -7.55264312e-02  2.55478203e-01
  5.55878505e-02 -6.32499978e-02  1.39168836e-03  6.00402132e-02
 -1.51937857e-01 -2.11538468e-02  6.88377395e-03 -2.09051333e-02
  2.85683088e-02 -3.52362655e-02  4.46997583e-03  1.39800519e-01
 -1.90109804e-01  2.29729369e-01 -4.48771641e-02  5.24620824e-02
 -7.56268650e-02 -2.07672901e-02  1.34554692e-03  7.38838688e-02
  1.45730436e-01 -2.13283747e-01  2.30234921e-01  1.29200324e-01
  2.24318840e-02  2.08868280e-01  5.45334220e-02 -1.53757650e-02
  2.66910940e-02 -1.08878776e-01 -1.36091843e-01 -8.14605504e-02
  5.36288023e-02 -1.06057964e-01  5.21362647e-02  7.32278675e-02]"
Logan Huffman Medium Wavy     Hairstyle  ,Men,Medium,Wavy,front_Logan Huffman Medium Wavy     Hairstyle  _Logan-Huffman.jpg,0,1,1,1,0,1,0,0,1,1,1,1,0,0,/content/drive/My Drive/MALE/front_Logan Huffman Medium Wavy     Hairstyle  _Logan-Huffman.jpg,"[-1.06268145e-01  1.76256105e-01  7.49920160e-02 -6.87337220e-02
 -2.10276246e-01  5.27382866e-02 -5.73155209e-02 -3.26281637e-02
  1.65764228e-01  4.95519638e-02  2.01884836e-01 -2.49361433e-03
 -2.86967844e-01  3.65916491e-02  7.06162304e-04  8.89020041e-02
 -1.48128062e-01 -1.18306458e-01 -6.17214553e-02  3.93660627e-02
 -4.24085557e-03  2.94271577e-02  3.16087343e-02  1.14410907e-01
 -1.07674204e-01 -3.59065920e-01 -6.98393807e-02 -7.69926161e-02
 -9.82386060e-03 -1.72579795e-01 -4.19002958e-02  1.34852184e-02
 -2.30966806e-01 -1.05873466e-01 -1.50338504e-02  1.21663801e-01
 -1.27399564e-01 -6.02756925e-02  2.11802617e-01  7.38818496e-02
 -2.05193952e-01  5.11417985e-02  1.55672021e-02  3.32162082e-01
  2.12750986e-01  7.77559131e-02  5.29917888e-02 -2.14850865e-02
  1.09791175e-01 -2.65657902e-01  1.25188887e-01  1.88842490e-01
  2.04216436e-01  1.01786107e-03  3.51233110e-02 -1.12652250e-01
 -2.23545395e-02  1.67987049e-01 -2.39104167e-01  1.61116034e-01
  1.58967331e-01 -4.75920290e-02  5.16089424e-02 -9.24782827e-02
  2.30294704e-01  1.03032075e-01 -8.46939832e-02 -1.00657091e-01
  1.24069057e-01 -1.42657116e-01 -8.98052305e-02  1.25883922e-01
 -1.05636425e-01 -2.61519879e-01 -2.36833945e-01  8.66828337e-02
  4.28554475e-01  1.55067295e-01 -1.77573442e-01 -5.96416406e-02
 -7.64175951e-02 -9.13534611e-02 -2.21530907e-04  3.72001939e-02
 -7.53155500e-02 -9.14878398e-03 -1.42085776e-01  7.35773593e-02
  3.16423684e-01 -7.11664371e-03  4.77898493e-03  2.79757589e-01
  7.42571354e-02 -5.95565606e-03  2.54476890e-02  2.29414478e-02
 -3.34062167e-02  2.50383131e-02 -1.71990395e-01  2.83624418e-02
 -6.83634952e-02 -1.31091565e-01 -2.49281675e-02  2.99085528e-02
 -1.94224596e-01  1.12810299e-01  2.98250262e-02 -5.09790368e-02
 -9.15907845e-02 -2.66000107e-02 -2.23148078e-01 -5.53916879e-02
  2.68729568e-01 -3.09296936e-01  1.99375853e-01  1.65231615e-01
  6.44735545e-02  7.71844387e-02  6.16685264e-02  4.89431508e-02
  6.05442859e-02 -8.51293057e-02 -1.09055653e-01 -7.91802928e-02
  1.24065548e-01 -5.62981367e-02  1.26428813e-01  7.94224069e-02]"
Steve Carell Short Straight    Brunette   Hairstyle  ,Men,Short,Straight,front_Steve Carell Short Straight    Brunette   Hairstyle  _Steve-Carell.jpg,0,1,1,1,0,1,0,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Steve Carell Short Straight    Brunette   Hairstyle  _Steve-Carell.jpg,"[-0.02916414  0.11380374  0.06053306 -0.03271712 -0.17219545  0.04230313
 -0.1161272   0.01482217  0.18444404 -0.02875587  0.16666727  0.04913861
 -0.14146863  0.05945808 -0.08943449  0.08463709 -0.14598772 -0.04974033
 -0.14588641 -0.06179517 -0.10414939  0.07369278 -0.02513459  0.01911476
 -0.14030325 -0.30124575 -0.08567598 -0.09612148  0.07631064 -0.20351943
 -0.00108116 -0.00071236 -0.15942775 -0.03470524  0.03883834  0.07917342
 -0.07693422 -0.08426707  0.19960573  0.11529486 -0.14016746  0.05956134
  0.00279432  0.30760476  0.11813445  0.12876938  0.02488712 -0.0520165
  0.1979048  -0.18598682  0.0985167   0.18597233  0.10733393  0.01065648
  0.08595499 -0.16052602  0.05165989  0.17987148 -0.17292795  0.0796923
  0.06405181 -0.04819812 -0.09704909 -0.0489756   0.20718889  0.10239881
 -0.09534812 -0.14941232  0.16234368 -0.12013397 -0.03852502  0.04846532
 -0.04703109 -0.13665226 -0.23737523  0.08556689  0.43796566  0.12018041
 -0.19479144 -0.00132668 -0.08258593 -0.07716064 -0.02374104  0.08335747
 -0.16561484 -0.05812018 -0.09877087 -0.0433963   0.2030369   0.03483411
  0.05813318  0.12256414  0.02318009 -0.04539162 -0.03037608 -0.03290428
 -0.24599589 -0.01855758 -0.02296777 -0.07019327  0.11387995 -0.10199216
 -0.05972619  0.12098551 -0.2704809   0.21005905 -0.00954015 -0.10317567
  0.07731052  0.03028003 -0.10564249 -0.06983389  0.25356334 -0.28935456
  0.1804397   0.15399967  0.02927045  0.14257167  0.11932466  0.12636426
 -0.0270731   0.0656381  -0.17754275 -0.17494118 -0.01543009 -0.10123357
 -0.00534597  0.00492225]"
Emile Hirsch Short Wavy    Brunette   Hairstyle  ,Men,Short,Wavy,front_Emile Hirsch Short Wavy    Brunette   Hairstyle  _Emile-Hirsch.jpg,1,1,1,1,0,0,0,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Emile Hirsch Short Wavy    Brunette   Hairstyle  _Emile-Hirsch.jpg,"[-1.47541329e-01  9.72329676e-02 -2.71011479e-02 -7.63791576e-02
 -1.02994159e-01 -1.17013477e-01 -1.80303976e-02 -9.97247919e-02
  8.45079795e-02  9.50780790e-03  3.17752331e-01 -6.76876530e-02
 -2.76709437e-01 -9.71743762e-02  3.73687595e-02  1.48014009e-01
 -1.97599486e-01 -6.22133091e-02 -1.34938389e-01 -1.14108101e-01
  5.81957735e-02  1.82785802e-02  3.11968885e-02  1.14078850e-01
 -1.30583167e-01 -3.33381116e-01 -1.29231542e-01 -4.09368649e-02
 -2.91251391e-02 -1.22524232e-01 -3.04683717e-03  1.01077527e-01
 -1.52569070e-01 -1.28708899e-01  9.79704857e-02  1.18270116e-02
 -6.40150905e-02 -9.13791955e-02  2.12342426e-01 -3.13624367e-02
 -1.28558487e-01 -1.10494178e-02  1.26878470e-01  3.46672118e-01
  1.77261055e-01  2.54485402e-02  5.94694987e-02 -4.26194258e-02
  1.75194949e-01 -2.33311296e-01  6.93172365e-02  1.35867476e-01
  1.87007412e-01 -4.94437851e-03  1.23597592e-01 -8.48076567e-02
  2.43228823e-02  2.27315664e-01 -2.15196028e-01  5.66526391e-02
  9.73670557e-02 -1.02102339e-01 -2.38555875e-02 -1.34598166e-01
  1.79502234e-01  6.12234585e-02 -1.58927783e-01 -9.86311510e-02
  7.48028159e-02 -8.72881785e-02 -6.36481419e-02  1.08094640e-01
 -1.59310520e-01 -3.07686895e-01 -3.82713616e-01  6.53191954e-02
  4.18183118e-01  1.82601511e-01 -1.79681852e-01  7.92723894e-03
  1.82833895e-03 -3.96923944e-02  8.82606059e-02  4.36719730e-02
 -1.57421216e-01  2.32057422e-02 -1.70430228e-01  1.07583448e-01
  2.33801633e-01  1.57116540e-03 -9.49330330e-02  2.79446423e-01
  3.64471525e-02  1.85983330e-02  4.66469340e-02  5.22599928e-02
 -7.02111572e-02 -7.28332400e-02 -1.35514423e-01  4.25724685e-02
  4.78104427e-02 -1.07214727e-01 -3.05865109e-02  7.20693618e-02
 -1.38028994e-01  1.10049464e-01 -1.92867778e-03  1.63328256e-02
 -1.68269157e-01 -6.50349706e-02 -1.51070192e-01 -5.91207296e-04
  8.76073018e-02 -2.97713101e-01  6.87381700e-02  1.64226174e-01
  7.68378228e-02  1.34838864e-01  3.24085988e-02 -4.50476892e-02
 -1.70323215e-02 -8.14335495e-02 -1.06920220e-01 -7.18353763e-02
  1.72793165e-01  1.27395913e-02  1.73236430e-01 -1.65026635e-04]"
Perez Hilton Short Wavy    Ash Brunette   Hairstyle  ,Men,Short,Wavy,front_Perez Hilton Short Wavy    Ash Brunette   Hairstyle  _Perez-Hilton.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Perez Hilton Short Wavy    Ash Brunette   Hairstyle  _Perez-Hilton.jpg,"[-0.09757827  0.08379249  0.07674912 -0.0142329  -0.05004942 -0.0694792
  0.02161368 -0.02539752  0.1349484  -0.00116732  0.30851197  0.02376821
 -0.22988167 -0.09229386 -0.02701044  0.12697007 -0.11211743  0.0046719
 -0.13994314  0.00121199  0.08742573  0.02815018  0.0416407   0.00640455
 -0.06453568 -0.3294304  -0.09362115 -0.0952166   0.05116207 -0.18021691
  0.07771662  0.00297042 -0.22538814 -0.08744532  0.02840303 -0.05404258
 -0.132697   -0.10129093  0.24271059  0.02141259 -0.11186161 -0.01395042
  0.01712692  0.22516254  0.18398207  0.03557805  0.01878254 -0.05325466
  0.07749888 -0.31197646  0.00755148  0.10288627  0.03158287  0.11175622
  0.11248241 -0.1726847   0.02059321  0.14354552 -0.2804994   0.12252516
 -0.08476996 -0.08438663 -0.10848656 -0.02066299  0.17827335  0.09307411
 -0.15009786 -0.12040506  0.16626821 -0.13405859  0.06350663  0.14679103
 -0.10857241 -0.28649527 -0.21898077  0.09407467  0.40640524  0.1273707
 -0.20613125 -0.02265457 -0.0608426  -0.07116199  0.04688735  0.05867458
  0.02449705 -0.08069793 -0.0168579   0.04367751  0.14748098 -0.04010552
 -0.07429495  0.29218534 -0.04425719 -0.00256115 -0.01887881 -0.01246618
 -0.0226771  -0.02865364 -0.09085406  0.00313141  0.04694851 -0.1143099
 -0.03884626  0.04912729 -0.11220331  0.09820449  0.03721384 -0.04215835
 -0.03308188 -0.06207049 -0.17323293  0.01305542  0.13784477 -0.32033116
  0.399041    0.2038077   0.00130473  0.1219163   0.01095615  0.01175794
  0.08198896 -0.03886923 -0.08152334 -0.07445939  0.04778808 -0.01273552
  0.0168457  -0.09406872]"
Perez Hilton Medium Curly    Ginger Red Afro  Hairstyle  ,Men,Medium,Curly,front_Perez Hilton Medium Curly    Ginger Red Afro  Hairstyle  _Perez-Hilton.jpg,0,1,1,1,0,1,1,0,1,1,1,0,0,0,/content/drive/My Drive/MALE/front_Perez Hilton Medium Curly    Ginger Red Afro  Hairstyle  _Perez-Hilton.jpg,"[-0.04780064  0.06659248  0.06208827 -0.07573898 -0.05123558 -0.01719962
  0.07893606 -0.02551188  0.13089785 -0.05523672  0.25427377 -0.00069322
 -0.30761111 -0.0014956  -0.02589113  0.09656028 -0.11018576 -0.04505262
 -0.11875491  0.01315811  0.01630618  0.01086827 -0.03002763  0.00725389
 -0.09666197 -0.28703287 -0.08284677 -0.09069598 -0.02125902 -0.10579293
  0.04908336  0.0044069  -0.19833979 -0.02066518 -0.00044502 -0.10228528
 -0.15282381 -0.05195187  0.27169228  0.02401102 -0.16511995 -0.05943331
  0.08895466  0.22137031  0.13023539  0.00742435  0.02130434 -0.05263804
  0.105574   -0.33760205  0.03976674  0.09917016  0.12949753  0.14160743
  0.08197413 -0.22226223  0.0319144   0.13136035 -0.20251352  0.17548488
 -0.06075462 -0.1168313  -0.05268192  0.00383018  0.19383708  0.02096991
 -0.13584563 -0.08021128  0.18690552 -0.13232496  0.02519656  0.12421677
 -0.08029863 -0.29355702 -0.23779982  0.08871141  0.36666611  0.16557598
 -0.1779595  -0.0096958  -0.09300516 -0.09132102  0.04336992  0.04909823
 -0.03608897 -0.06561934 -0.05185883  0.05198151  0.23597358 -0.09014743
 -0.03033359  0.25180569 -0.01810159  0.02053835 -0.04102548  0.0073351
 -0.06294736 -0.01866101 -0.10301026  0.04677671  0.03779177 -0.15924501
 -0.03815278  0.08587057 -0.21723181  0.1493801   0.05014251 -0.09612982
 -0.04173886 -0.01868037 -0.12703674  0.00199528  0.14700024 -0.28142089
  0.33068833  0.190365    0.02984641  0.13498536  0.01442092 -0.02330124
  0.05761175 -0.06442066 -0.1302152  -0.09041494  0.08571009 -0.01682992
  0.03214525 -0.02742103]"
Ronnie Ortiz Short Straight   Black    Hairstyle  ,Men,Short,Straight,front_Ronnie Ortiz Short Straight   Black    Hairstyle  _Ronnie.jpg,1,1,0,0,1,0,1,0,1,1,1,1,0,0,/content/drive/My Drive/MALE/front_Ronnie Ortiz Short Straight   Black    Hairstyle  _Ronnie.jpg,"[-0.14329831  0.08192318  0.01429895 -0.0494538  -0.09681036 -0.02346352
  0.01081116  0.0094638   0.20119795 -0.07205948  0.25260633 -0.05258161
 -0.25078464 -0.04183225  0.07308338  0.09812931 -0.03898892 -0.10311891
 -0.15404481 -0.02229336  0.10369959 -0.02012466 -0.04157448  0.0902565
 -0.19570032 -0.31468967 -0.0702662  -0.0443715   0.03786998 -0.15688139
 -0.01084697  0.0690999  -0.14815694 -0.1120551   0.03167943  0.17889515
 -0.02829193 -0.1030678   0.2100164  -0.04917586 -0.20921022 -0.0319352
  0.02857866  0.22312394  0.09958203 -0.03274051  0.0675404  -0.09955973
  0.05176183 -0.23485091  0.07104801  0.14359048  0.14294577  0.0727514
  0.11440401 -0.11702286  0.07377218  0.12762061 -0.28910607  0.0078942
  0.09572367 -0.02294923 -0.09936953 -0.0576917   0.17278612  0.12668633
 -0.10335228 -0.167565    0.19987231 -0.11695972 -0.00637653  0.18107064
 -0.08105996 -0.24734963 -0.22989501  0.09212875  0.41108581  0.18474784
 -0.2022561   0.04714087 -0.10394032 -0.0737468   0.02878999 -0.03849322
 -0.09119937  0.02868629 -0.10290921  0.16059582  0.19066338  0.04171669
  0.00429249  0.20176286  0.11933796 -0.04873661  0.07781197  0.07940307
 -0.0524108  -0.0167257  -0.12782615 -0.00463857  0.19207145 -0.11423837
  0.02161719  0.07907712 -0.19858988  0.16685688  0.01326342 -0.0638244
  0.0141153   0.01161389 -0.1720427  -0.01035839  0.18818864 -0.31168646
  0.11056516  0.10766631  0.03301745  0.09142905  0.08011882  0.08088461
  0.0576772  -0.0980999  -0.16802569 -0.06576812  0.06897207 -0.01603043
  0.07707652  0.03800865]"
Mark McGrath Short Straight    Brunette   Hairstyle  ,Men,Short,Straight,front_Mark McGrath Short Straight    Brunette   Hairstyle  _Mark-McGrath.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Mark McGrath Short Straight    Brunette   Hairstyle  _Mark-McGrath.jpg,"[-0.16484004  0.20158532 -0.03318489 -0.0254872  -0.20768763  0.06011618
 -0.05219212 -0.13249928  0.14346087  0.00374645  0.16801922 -0.10145092
 -0.26038972 -0.06165939 -0.02755663  0.1304664  -0.16636655 -0.08549742
 -0.09317354 -0.1090077   0.05360449  0.10950835 -0.0044104   0.10265172
 -0.13532028 -0.28237686  0.02885382 -0.07691789  0.06922596 -0.1774568
 -0.08769378  0.10623879 -0.24512893 -0.05473408  0.00955019  0.17426081
 -0.07685912 -0.07526621  0.15419267  0.03182586 -0.0572845  -0.01329391
  0.03159737  0.22419463  0.16317025 -0.03488775 -0.04461509 -0.08600413
  0.13085528 -0.20749338 -0.05753088  0.24962951  0.00833841  0.08447456
  0.06387477 -0.1714153   0.00091033  0.10372505 -0.16535887  0.04281569
  0.03029314 -0.0975583  -0.06656021 -0.14542069  0.1763095   0.06681892
 -0.02603684 -0.15125175  0.10091306 -0.08710798 -0.11604266  0.05529923
 -0.07667275 -0.17008092 -0.24852382  0.04673004  0.32101795  0.12571996
 -0.21085288  0.04760435 -0.04705562 -0.13884111  0.04937529 -0.00638743
 -0.04303107 -0.0491945  -0.11765952  0.09025429  0.21024576 -0.0261951
  0.0619364   0.25001737  0.01597241  0.03349003  0.0280586   0.00601508
 -0.13725255  0.0230416  -0.09000567 -0.02359664  0.07450984 -0.19588958
 -0.01302185  0.06670679 -0.18315883  0.10910006  0.04785853 -0.0259656
 -0.06468949 -0.10909204 -0.18462026  0.06957631  0.23258522 -0.28362811
  0.31186166  0.14126259  0.02135219  0.14853933  0.07919735  0.06855576
 -0.00351764 -0.01372131 -0.0903437  -0.12354787  0.09791147 -0.05437956
 -0.04633374  0.04402489]"
Dylan Sprayberry Short Straight     Hairstyle  ,Men,Short,Straight,front_Dylan Sprayberry Short Straight     Hairstyle  _Dylan-Sprayberry.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Dylan Sprayberry Short Straight     Hairstyle  _Dylan-Sprayberry.jpg,"[-0.10175902  0.07054124  0.01017635 -0.09458676 -0.13991968  0.06012995
  0.04753494  0.02694066  0.26543766 -0.02635593  0.22993383  0.05697484
 -0.22797263 -0.06720705  0.00875882  0.09344298 -0.15020838 -0.15591572
 -0.03091091 -0.01765446  0.08706636  0.05745298 -0.08149492  0.12147169
 -0.16770357 -0.3482855  -0.09381661 -0.00395599  0.01760365 -0.20087433
 -0.00448302  0.18363899 -0.24360299 -0.09408353  0.06222532  0.10890336
 -0.05919667 -0.0636382   0.19336598  0.04109429 -0.16820459  0.01547566
  0.07723422  0.29661602  0.13703951  0.03120045 -0.01432669 -0.00828723
  0.08884704 -0.29548433 -0.00378411  0.20797652  0.08901604  0.02516421
  0.05413168 -0.18117283 -0.03236023  0.12172783 -0.2019681   0.08052062
 -0.05338613 -0.19962606 -0.03821159 -0.08410121  0.15848042  0.06051315
 -0.08408865 -0.18947688  0.16161007 -0.13613434 -0.08020778  0.12903522
 -0.09197196 -0.21899435 -0.27571076  0.08627988  0.4435156   0.14679866
 -0.15556933  0.13946062 -0.05353494 -0.07846601 -0.01846047  0.07893135
 -0.09677838  0.03190617 -0.11816504  0.12829219  0.25384748  0.08497161
 -0.00811551  0.24102625  0.01504342  0.09411513  0.04427635 -0.00646779
 -0.02086438 -0.01193279 -0.14869021  0.00440061  0.0334719  -0.08456851
 -0.0077895   0.16565599 -0.20581172  0.11259098  0.0121977  -0.06373893
 -0.0666834   0.0024671  -0.15683924  0.01577078  0.1261882  -0.37219471
  0.20483239  0.15619342  0.04016748  0.13935584  0.07646133 -0.00183201
  0.05375773 -0.1086256  -0.16233644 -0.06492417  0.1227944  -0.07876658
  0.08270954 -0.00542996]"
Ron Perlman Short Curly    Grey   Hairstyle  ,Men,Short,Curly,front_Ron Perlman Short Curly    Grey   Hairstyle  _Ron-Pearlman.jpg,1,1,0,0,1,0,0,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Ron Perlman Short Curly    Grey   Hairstyle  _Ron-Pearlman.jpg,"[-0.02199325  0.09875169  0.00782994 -0.03401684 -0.07155907 -0.01005924
 -0.0413048  -0.05999357  0.12666082 -0.01567398  0.12305006 -0.02244867
 -0.27450502 -0.07404137  0.05326758  0.07554681 -0.12778963 -0.01829061
 -0.17416239 -0.12300187 -0.00651808  0.07524812  0.06079233  0.0024773
 -0.19171129 -0.24933015 -0.03235554 -0.12328529  0.04998223 -0.15126052
 -0.04518224  0.00755815 -0.18435596 -0.05734088  0.01164991  0.00263986
 -0.09969807 -0.07935129  0.10571399 -0.03031123 -0.11328531 -0.03495165
  0.04323803  0.09569098  0.20945643  0.03579696  0.02075382 -0.12176738
  0.12960014 -0.2314197   0.07061297  0.12882559  0.02713661  0.15111896
  0.1398337  -0.18052512 -0.01774931  0.16469364 -0.17032048  0.12293093
  0.01414802 -0.01775821 -0.02047301 -0.06865549  0.14125575  0.05524351
 -0.13763563 -0.07703133  0.12818997 -0.1697139  -0.01389853  0.07127485
 -0.00554201 -0.25153968 -0.23492473  0.07159499  0.32817683  0.20322298
 -0.19259514 -0.01504441 -0.09980299 -0.09397677  0.07950253  0.02066245
 -0.03267362 -0.09970063  0.00087784  0.00616414  0.21117988 -0.04390155
  0.00492417  0.23496018 -0.01934722  0.04318064 -0.0141855   0.03451005
 -0.14461823  0.03002316 -0.02292284  0.07484242  0.00553556 -0.2215102
 -0.01669922  0.01915722 -0.07652903  0.18149099  0.08636899 -0.02075692
 -0.00288929  0.02740347 -0.14425772 -0.03908332  0.17521688 -0.33346823
  0.34572798  0.17372359  0.01966084  0.19409892  0.02065929  0.16422161
  0.0518695  -0.01160955 -0.05763126 -0.11533869  0.05326053 -0.03378066
 -0.02268585  0.04294838]"
Billy Unger Short Straight     Hairstyle  ,Men,Short,Straight,front_Billy Unger Short Straight     Hairstyle  _Billy-Unger.jpg,1,1,0,0,1,0,1,0,1,1,1,1,1,1,/content/drive/My Drive/MALE/front_Billy Unger Short Straight     Hairstyle  _Billy-Unger.jpg,"[-8.25396702e-02  1.48915067e-01  1.29238032e-02 -3.84169593e-02
 -1.69941545e-01  1.29583940e-01 -5.76057993e-02 -1.13691434e-01
  2.12804928e-01 -1.18587613e-01  1.76359966e-01  7.20734894e-02
 -2.83950835e-01 -1.06504574e-01 -4.80213054e-02  1.37695536e-01
 -2.14318708e-01 -2.16237456e-01 -8.15468282e-02 -5.13848364e-02
 -1.84651837e-02 -3.79899591e-02 -2.05139071e-03  7.46759772e-02
 -1.34107023e-01 -3.63394529e-01 -6.89150244e-02 -1.32623047e-01
  3.00481915e-04 -1.02254786e-01 -3.02222446e-02  3.25371735e-02
 -1.32874548e-01  1.04154032e-02 -6.74675703e-02 -2.88624316e-02
 -9.35931876e-02 -2.78227925e-02  3.05512339e-01  3.35283168e-02
 -1.48183405e-01  1.04433104e-01  3.01381983e-02  3.09118450e-01
  2.44816527e-01  2.73163226e-02  7.09727481e-02 -8.06550309e-02
  2.30986625e-01 -3.06098759e-01  1.01604111e-01  2.78770864e-01
  1.70472950e-01  8.29220414e-02  1.02012396e-01 -1.67660654e-01
 -8.08077119e-03  1.82314783e-01 -1.92413509e-01  1.17944755e-01
 -3.73235010e-02 -6.08811378e-02  2.07187999e-02 -3.54335196e-02
  2.81013310e-01  1.15379766e-01 -1.14257231e-01 -1.19291738e-01
  1.46153107e-01 -1.37886554e-01 -9.74016041e-02  5.60577326e-02
 -1.60952836e-01 -2.08421841e-01 -3.03731591e-01  7.38764927e-02
  4.36759293e-01  2.20522419e-01 -2.12913975e-01  3.73102538e-02
 -1.44514158e-01 -1.34050414e-01  1.01916566e-02  1.14013135e-01
 -1.15947619e-01 -1.36978000e-01 -1.23351946e-01  1.97418034e-03
  2.16833830e-01  1.71041004e-02 -8.25134665e-03  2.88254380e-01
  1.34525523e-01  4.08510538e-03 -1.51163060e-02  2.78613716e-02
 -1.48479506e-01 -4.91513833e-02 -1.14289433e-01 -6.99329898e-02
 -6.85077757e-02 -2.35944763e-02 -6.47377595e-03  5.38978204e-02
 -2.22961411e-01  2.11864442e-01 -8.46619159e-03 -9.95385833e-03
 -9.50193331e-02 -5.24813458e-02 -6.88776225e-02  2.61863358e-02
  1.64515883e-01 -3.14498663e-01  1.83352798e-01  1.23714134e-01
  8.31063390e-02  1.81148008e-01  5.84903769e-02  1.93302352e-02
 -4.72717583e-02 -7.15429336e-02 -1.26085192e-01 -7.23841861e-02
  9.66853350e-02 -4.43277471e-02  8.58277082e-02  9.16366428e-02]"
